# Arduino pressure log started at 2026-03-05T11:21:50.719853
2026-03-05 11:21:50.720218, 94240.0
2026-03-05 11:21:50.720914, 94234.0
2026-03-05 11:21:50.723928, 94240.0
2026-03-05 11:21:50.728576, 94234.0
2026-03-05 11:21:50.730461, 94232.0
2026-03-05 11:21:50.731509, 94229.0
2026-03-05 11:21:50.734675, 94232.0
2026-03-05 11:21:50.738488, 94237.0
2026-03-05 11:21:50.741723, 94240.0
2026-03-05 11:21:50.745301, 94232.0
2026-03-05 11:21:50.755370, 94229.0
2026-03-05 11:21:50.757244, 94237.0
2026-03-05 11:21:50.759789, 240.0
2026-03-05 11:21:50.764800, 94240.0
2026-03-05 11:21:50.768068, 94234.0
2026-03-05 11:21:50.769584, 94240.0
2026-03-05 11:21:50.772858, 94234.0
2026-03-05 11:21:50.775544, 94232.0
2026-03-05 11:21:50.788278, 94229.0
2026-03-05 11:21:50.796515, 94232.0
2026-03-05 11:21:50.805637, 94237.0
2026-03-05 11:21:50.819700, 94240.0
2026-03-05 11:21:50.825815, 94232.0
2026-03-05 11:21:50.830112, 94229.0
2026-03-05 11:21:50.833117, 94237.0
2026-03-05 11:21:50.843164, 94229.0
2026-03-05 11:21:50.969294, 94240.0
2026-03-05 11:21:51.325694, 94234.0
2026-03-05 11:21:51.685991, 94240.0
2026-03-05 11:21:52.042419, 94234.0
2026-03-05 11:21:52.402754, 94240.0
2026-03-05 11:21:52.759113, 94229.0
2026-03-05 11:21:53.119512, 94232.0
2026-03-05 11:21:53.475877, 94237.0
2026-03-05 11:21:53.836276, 94234.0
2026-03-05 11:21:54.192638, 94237.0
2026-03-05 11:21:54.552986, 94234.0
2026-03-05 11:21:54.909427, 94229.0
2026-03-05 11:21:55.269757, 94229.0
2026-03-05 11:21:55.626179, 94237.0
2026-03-05 11:21:55.982563, 94240.0
2026-03-05 11:21:56.342901, 94232.0
2026-03-05 11:21:56.699268, 94240.0
2026-03-05 11:21:57.059654, 94232.0
2026-03-05 11:21:57.416011, 94237.0
2026-03-05 11:21:57.776404, 94237.0
2026-03-05 11:21:58.132779, 94232.0
2026-03-05 11:21:58.493125, 94229.0
2026-03-05 11:21:58.849573, 94234.0
2026-03-05 11:21:59.209886, 94234.0
2026-03-05 11:21:59.566281, 94229.0
2026-03-05 11:21:59.926713, 94229.0
2026-03-05 11:22:00.283075, 94237.0
2026-03-05 11:22:00.643406, 94237.0
2026-03-05 11:22:00.999871, 94232.0
2026-03-05 11:22:01.356194, 94232.0
2026-03-05 11:22:01.716560, 94229.0
2026-03-05 11:22:02.072988, 94234.0
2026-03-05 11:22:02.448236, 94232.0
2026-03-05 11:22:02.789697, 94232.0
2026-03-05 11:22:03.150073, 94234.0
2026-03-05 11:22:03.506416, 94240.0
2026-03-05 11:22:03.866792, 94240.0
2026-03-05 11:22:04.223286, 94234.0
2026-03-05 11:22:04.583544, 94232.0
